Ctyname,stname,ststatus,stcode,ctycode,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019,Cases2020,Cases2021,Cases2022,TOT_POP
Todd County,South Dakota,Low Incidence,46,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9233
Tripp County,South Dakota,Low Incidence,46,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5579
Turner County,South Dakota,Low Incidence,46,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8888
Union County,South Dakota,Low Incidence,46,127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17063
Walworth County,South Dakota,Low Incidence,46,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5286
Yankton County,South Dakota,Low Incidence,46,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23412
Ziebach County,South Dakota,Low Incidence,46,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394
Anderson County,Tennessee,Low Incidence,47,1,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,1,0,1,2,78929
Bedford County,Tennessee,Low Incidence,47,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51964
Benton County,Tennessee,Low Incidence,47,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15994
Bledsoe County,Tennessee,Low Incidence,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14824
Blount County,Tennessee,Low Incidence,47,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,139810
Bradley County,Tennessee,Low Incidence,47,11,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110539
Campbell County,Tennessee,Low Incidence,47,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,39564
Cannon County,Tennessee,Low Incidence,47,15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14807
Carroll County,Tennessee,Low Incidence,47,17,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28418
Carter County,Tennessee,Low Incidence,47,19,0,0,0,0,0,0,0,0,3,0,0,3,1,1,0,0,1,1,0,1,0,1,56485
Cheatham County,Tennessee,Low Incidence,47,21,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,41764
Chester County,Tennessee,Low Incidence,47,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17558
Claiborne County,Tennessee,Low Incidence,47,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,32357
Clay County,Tennessee,Low Incidence,47,27,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7656
Cocke County,Tennessee,Low Incidence,47,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36849
Coffee County,Tennessee,Low Incidence,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59779
Crockett County,Tennessee,Low Incidence,47,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13862
Cumberland County,Tennessee,Low Incidence,47,35,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,2,1,0,0,0,5,2,63482
Davidson County,Tennessee,Low Incidence,47,37,3,2,2,0,1,1,5,3,0,0,6,2,0,5,7,1,6,0,4,1,6,4,707351
Decatur County,Tennessee,Low Incidence,47,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11549
DeKalb County,Tennessee,Low Incidence,47,41,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21002
Dickson County,Tennessee,Low Incidence,47,43,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,3,0,1,0,55727
Dyer County,Tennessee,Low Incidence,47,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36440
Fayette County,Tennessee,Low Incidence,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43338
Fentress County,Tennessee,Low Incidence,47,49,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,5,1,19335
Franklin County,Tennessee,Low Incidence,47,51,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44119
Gibson County,Tennessee,Low Incidence,47,53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50826
Giles County,Tennessee,Low Incidence,47,55,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,30540
Grainger County,Tennessee,Low Incidence,47,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24185
Greene County,Tennessee,Low Incidence,47,59,0,0,0,0,0,0,0,0,3,2,0,1,1,1,1,0,1,1,1,1,0,1,71292
Grundy County,Tennessee,Low Incidence,47,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13779
Hamblen County,Tennessee,Low Incidence,47,63,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,65167
Hamilton County,Tennessee,Low Incidence,47,65,2,3,2,0,0,0,1,5,2,0,4,1,2,0,0,0,1,0,0,0,1,1,374602
Hancock County,Tennessee,Low Incidence,47,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6846
Hardeman County,Tennessee,Low Incidence,47,69,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25511
Hardin County,Tennessee,Low Incidence,47,71,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27065
Hawkins County,Tennessee,Low Incidence,47,73,0,1,0,0,0,0,0,0,1,2,1,1,1,0,1,0,0,0,2,1,1,0,57903
Haywood County,Tennessee,Low Incidence,47,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17518
Henderson County,Tennessee,Low Incidence,47,77,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27907
Henry County,Tennessee,Low Incidence,47,79,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,32382
Hickman County,Tennessee,Low Incidence,47,81,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25481
Houston County,Tennessee,Low Incidence,47,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,8247
Humphreys County,Tennessee,Low Incidence,47,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19023
Jackson County,Tennessee,Low Incidence,47,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12015
Jefferson County,Tennessee,Low Incidence,47,89,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,56660
Johnson County,Tennessee,Low Incidence,47,91,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,18046
Knox County,Tennessee,Low Incidence,47,93,3,2,1,5,3,3,4,0,1,0,2,0,1,0,0,0,1,4,2,1,4,3,495380
Lake County,Tennessee,Low Incidence,47,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500
Lauderdale County,Tennessee,Low Incidence,47,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24741
Lawrence County,Tennessee,Low Incidence,47,99,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,45502
Lewis County,Tennessee,Low Incidence,47,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12912
Lincoln County,Tennessee,Low Incidence,47,103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36006
Loudon County,Tennessee,Low Incidence,47,105,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,58244
McMinn County,Tennessee,Low Incidence,47,107,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54695
McNairy County,Tennessee,Low Incidence,47,109,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25993
Macon County,Tennessee,Low Incidence,47,111,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,26214
Madison County,Tennessee,Low Incidence,47,113,0,1,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,99172
Marion County,Tennessee,Low Incidence,47,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29050
Marshall County,Tennessee,Low Incidence,47,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35857
Maury County,Tennessee,Low Incidence,47,119,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,107996
Meigs County,Tennessee,Low Incidence,47,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13258
Monroe County,Tennessee,Low Incidence,47,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47680
Montgomery County,Tennessee,Low Incidence,47,125,3,4,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,3,0,1,0,0,234899
Moore County,Tennessee,Low Incidence,47,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6716
Morgan County,Tennessee,Low Incidence,47,129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21207
Obion County,Tennessee,Low Incidence,47,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30374
Overton County,Tennessee,Low Incidence,47,133,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,1,22993
Perry County,Tennessee,Low Incidence,47,135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8705
Pickett County,Tennessee,Low Incidence,47,137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5103
Polk County,Tennessee,Low Incidence,47,139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17778
Putnam County,Tennessee,Low Incidence,47,141,0,0,0,0,1,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,82470
Rhea County,Tennessee,Low Incidence,47,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33689
Roane County,Tennessee,Low Incidence,47,145,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55129
Robertson County,Tennessee,Low Incidence,47,147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,2,0,75398
Rutherford County,Tennessee,Low Incidence,47,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,360682
Scott County,Tennessee,Low Incidence,47,151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,21999
Sequatchie County,Tennessee,Low Incidence,47,153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16918
Sevier County,Tennessee,Low Incidence,47,155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,98806
Shelby County,Tennessee,Low Incidence,47,157,2,0,6,1,2,0,5,5,7,3,5,0,0,0,0,1,2,4,3,1,1,1,916357
Smith County,Tennessee,Low Incidence,47,159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20470
Stewart County,Tennessee,Low Incidence,47,161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13994
Sullivan County,Tennessee,Low Incidence,47,163,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,4,2,2,1,3,3,160862
Sumner County,Tennessee,Low Incidence,47,165,4,2,1,1,0,0,1,0,2,1,1,0,2,0,1,3,3,0,1,1,3,1,203721
Tipton County,Tennessee,Low Incidence,47,167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61650
Trousdale County,Tennessee,Low Incidence,47,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12077
Unicoi County,Tennessee,Low Incidence,47,171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,17591
Union County,Tennessee,Low Incidence,47,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20473
Van Buren County,Tennessee,Low Incidence,47,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6430
Warren County,Tennessee,Low Incidence,47,177,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42001
Washington County,Tennessee,Low Incidence,47,179,0,0,0,1,0,0,0,2,5,1,0,3,3,2,1,1,3,2,0,0,1,1,136147
Wayne County,Tennessee,Low Incidence,47,181,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16266
Weakley County,Tennessee,Low Incidence,47,183,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,33043
White County,Tennessee,Low Incidence,47,185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,28000
Williamson County,Tennessee,Low Incidence,47,187,0,1,0,1,0,0,1,3,3,2,0,1,3,3,0,0,0,1,1,0,3,0,260738
Wilson County,Tennessee,Low Incidence,47,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1,1,0,0,0,158593
Anderson County,Texas,Low Incidence,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57227
Andrews County,Texas,Low Incidence,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18324
Angelina County,Texas,Low Incidence,48,5,1,0,0,1,0,0,2,1,0,2,2,3,1,0,0,0,0,0,0,0,0,0,87124
Aransas County,Texas,Low Incidence,48,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,24963
Archer County,Texas,Low Incidence,48,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,8849
Armstrong County,Texas,Low Incidence,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857
Atascosa County,Texas,Low Incidence,48,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50736
Austin County,Texas,Low Incidence,48,15,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31070
Bailey County,Texas,Low Incidence,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6803
Bandera County,Texas,Low Incidence,48,19,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22120
Bastrop County,Texas,Low Incidence,48,21,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,106395
Baylor County,Texas,Low Incidence,48,23,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3462
Bee County,Texas,Low Incidence,48,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30992
Bell County,Texas,Low Incidence,48,27,0,1,2,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,3,1,0,387454
Bexar County,Texas,Low Incidence,48,29,0,0,4,6,3,0,1,0,1,0,2,0,1,0,7,5,4,2,0,1,0,1,2060191
Blanco County,Texas,Low Incidence,48,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12411
Borden County,Texas,Low Incidence,48,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580
Bosque County,Texas,Low Incidence,48,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18707
Bowie County,Texas,Low Incidence,48,37,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,91712
Brazoria County,Texas,Low Incidence,48,39,0,0,0,0,1,0,1,0,0,0,0,1,2,1,2,1,0,1,0,0,1,0,388234
Brazos County,Texas,Low Incidence,48,41,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,241931
Brewster County,Texas,Low Incidence,48,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9344
Briscoe County,Texas,Low Incidence,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439
Brooks County,Texas,Low Incidence,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6902
Brown County,Texas,Low Incidence,48,49,0,1,1,1,1,1,2,4,23,1,3,5,3,0,0,0,0,0,0,0,0,0,38443
Burleson County,Texas,Low Incidence,48,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18690
Burnet County,Texas,Low Incidence,48,53,0,1,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,52567
Caldwell County,Texas,Low Incidence,48,55,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47849
Calhoun County,Texas,Low Incidence,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19682
Callahan County,Texas,Low Incidence,48,59,0,0,1,0,0,0,0,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,14247
Cameron County,Texas,Low Incidence,48,61,0,1,0,1,2,1,0,1,2,0,0,1,0,0,0,1,0,1,1,0,0,0,424911
Camp County,Texas,Low Incidence,48,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12721
Carson County,Texas,Low Incidence,48,65,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5816
Cass County,Texas,Low Incidence,48,67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,28538
Castro County,Texas,Low Incidence,48,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7287
Chambers County,Texas,Low Incidence,48,71,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,51309
Cherokee County,Texas,Low Incidence,48,73,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51432
Childress County,Texas,Low Incidence,48,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6841
Clay County,Texas,Low Incidence,48,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10499
Cochran County,Texas,Low Incidence,48,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
Coke County,Texas,Low Incidence,48,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3322
Coleman County,Texas,Low Incidence,48,83,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,7822
Collin County,Texas,Low Incidence,48,85,3,9,1,0,1,1,3,9,28,10,1,3,3,2,1,5,0,1,0,1,4,4,1158995
Collingsworth County,Texas,Low Incidence,48,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2585
Colorado County,Texas,Low Incidence,48,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20832
Comal County,Texas,Low Incidence,48,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184749
Comanche County,Texas,Low Incidence,48,93,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,13921
Concho County,Texas,Low Incidence,48,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367
Cooke County,Texas,Low Incidence,48,97,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,43048
Coryell County,Texas,Low Incidence,48,99,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,84205
Cottle County,Texas,Low Incidence,48,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317
Crane County,Texas,Low Incidence,48,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4551
Crockett County,Texas,Low Incidence,48,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960
Crosby County,Texas,Low Incidence,48,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4992
Culberson County,Texas,Low Incidence,48,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163
Dallam County,Texas,Low Incidence,48,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7235
Dallas County,Texas,Low Incidence,48,113,7,23,16,2,1,0,2,4,47,12,3,2,2,4,7,0,4,7,0,1,2,3,2601993
Dawson County,Texas,Low Incidence,48,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12176
Deaf Smith County,Texas,Low Incidence,48,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18399
Delta County,Texas,Low Incidence,48,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5413
Denton County,Texas,Low Incidence,48,121,5,5,5,1,0,0,10,18,23,11,8,5,1,1,0,3,3,2,0,3,1,0,977760
DeWitt County,Texas,Low Incidence,48,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19754
Dickens County,Texas,Low Incidence,48,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1736
Dimmit County,Texas,Low Incidence,48,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8360
Donley County,Texas,Low Incidence,48,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3289
Duval County,Texas,Low Incidence,48,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706
Eastland County,Texas,Low Incidence,48,133,0,0,0,1,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17893
Ector County,Texas,Low Incidence,48,135,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,161057
Edwards County,Texas,Low Incidence,48,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428
Ellis County,Texas,Low Incidence,48,139,2,1,1,0,0,0,1,4,2,3,2,0,1,0,0,0,0,0,0,0,0,0,212323
El Paso County,Texas,Low Incidence,48,141,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,2,0,0,0,1,0,867239
Erath County,Texas,Low Incidence,48,143,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43837
Falls County,Texas,Low Incidence,48,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16956
Fannin County,Texas,Low Incidence,48,147,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37075
Fayette County,Texas,Low Incidence,48,149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24934
Fisher County,Texas,Low Incidence,48,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3626
Floyd County,Texas,Low Incidence,48,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5239
Foard County,Texas,Low Incidence,48,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063
Fort Bend County,Texas,Low Incidence,48,157,0,1,0,1,3,1,2,6,3,1,0,1,2,1,0,2,3,0,1,0,1,1,888919
Franklin County,Texas,Low Incidence,48,159,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10665
Freestone County,Texas,Low Incidence,48,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20032
Frio County,Texas,Low Incidence,48,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17716
Gaines County,Texas,Low Incidence,48,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22140
Galveston County,Texas,Low Incidence,48,167,0,0,1,0,0,0,0,1,5,3,0,0,0,2,2,2,0,0,0,0,1,0,357387
Garza County,Texas,Low Incidence,48,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4498
Gillespie County,Texas,Low Incidence,48,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27501
Glasscock County,Texas,Low Incidence,48,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139
Goliad County,Texas,Low Incidence,48,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7120
Gonzales County,Texas,Low Incidence,48,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19816
Gray County,Texas,Low Incidence,48,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20980
Grayson County,Texas,Low Incidence,48,181,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,1,0,0,0,0,143198
Gregg County,Texas,Low Incidence,48,183,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125559
Grimes County,Texas,Low Incidence,48,185,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31170
Guadalupe County,Texas,Low Incidence,48,187,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182702
Hale County,Texas,Low Incidence,48,189,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31966
Hall County,Texas,Low Incidence,48,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2818
Hamilton County,Texas,Low Incidence,48,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8313
Hansford County,Texas,Low Incidence,48,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5111
