Ctyname,stname,ststatus,stcode,ctycode,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019,Cases2020,Cases2021,Cases2022,TOT_POP
Autauga County,Alabama,Low Incidence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,59726
Baldwin County,Alabama,Low Incidence,1,3,0,1,0,0,0,0,0,0,1,0,1,1,0,3,1,2,2,0,0,0,3,2,246531
Barbour County,Alabama,Low Incidence,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24700
Bibb County,Alabama,Low Incidence,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,21986
Blount County,Alabama,Low Incidence,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,59516
Bullock County,Alabama,Low Incidence,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10143
Butler County,Alabama,Low Incidence,1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18668
Calhoun County,Alabama,Low Incidence,1,15,0,0,0,0,0,0,1,0,0,0,2,1,3,2,0,1,0,0,3,0,2,1,115780
Chambers County,Alabama,Low Incidence,1,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,34164
Cherokee County,Alabama,Low Incidence,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25353
Chilton County,Alabama,Low Incidence,1,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,45848
Choctaw County,Alabama,Low Incidence,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12431
Clarke County,Alabama,Low Incidence,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22574
Clay County,Alabama,Low Incidence,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,14183
Cleburne County,Alabama,Low Incidence,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15372
Coffee County,Alabama,Low Incidence,1,31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,54840
Colbert County,Alabama,Low Incidence,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,57993
Conecuh County,Alabama,Low Incidence,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11224
Coosa County,Alabama,Low Incidence,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10307
Covington County,Alabama,Low Incidence,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,37603
Crenshaw County,Alabama,Low Incidence,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13048
Cullman County,Alabama,Low Incidence,1,43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,90663
Dale County,Alabama,Low Incidence,1,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,49495
Dallas County,Alabama,Low Incidence,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,36729
DeKalb County,Alabama,Low Incidence,1,49,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,4,5,1,2,0,72082
Elmore County,Alabama,Low Incidence,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,0,1,0,89600
Escambia County,Alabama,Low Incidence,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36636
Etowah County,Alabama,Low Incidence,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102903
Fayette County,Alabama,Low Incidence,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,2,16082
Franklin County,Alabama,Low Incidence,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31910
Geneva County,Alabama,Low Incidence,1,61,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,26760
Greene County,Alabama,Low Incidence,1,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7452
Hale County,Alabama,Low Incidence,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,14599
Henry County,Alabama,Low Incidence,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17670
Houston County,Alabama,Low Incidence,1,69,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,108047
Jackson County,Alabama,Low Incidence,1,71,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,3,0,0,0,52923
Jefferson County,Alabama,Low Incidence,1,73,4,2,3,2,0,2,2,0,0,0,0,3,0,4,3,2,4,4,3,0,6,1,665084
Lamar County,Alabama,Low Incidence,1,75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,13706
Lauderdale County,Alabama,Low Incidence,1,77,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,95875
Lawrence County,Alabama,Low Incidence,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33187
Lee County,Alabama,Low Incidence,1,81,0,0,0,0,0,1,1,0,0,0,1,1,0,2,0,1,1,1,2,0,4,0,180698
Limestone County,Alabama,Low Incidence,1,83,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,1,110868
Lowndes County,Alabama,Low Incidence,1,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9783
Macon County,Alabama,Low Incidence,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18532
Madison County,Alabama,Low Incidence,1,89,1,3,3,0,3,4,0,2,1,0,3,5,3,5,1,1,3,7,5,2,3,3,403605
Marengo County,Alabama,Low Incidence,1,91,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,18791
Marion County,Alabama,Low Incidence,1,93,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,29182
Marshall County,Alabama,Low Incidence,1,95,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,1,2,0,0,0,2,0,99428
Mobile County,Alabama,Low Incidence,1,97,3,2,0,0,0,3,0,3,0,0,0,5,5,1,5,4,3,0,2,1,2,3,411398
Monroe County,Alabama,Low Incidence,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,19412
Montgomery County,Alabama,Low Incidence,1,101,2,2,0,0,0,1,0,0,0,0,2,0,1,4,0,0,0,0,3,0,2,0,226301
Morgan County,Alabama,Low Incidence,1,103,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,1,0,0,0,1,0,124231
Perry County,Alabama,Low Incidence,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7904
Pickens County,Alabama,Low Incidence,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18749
Pike County,Alabama,Low Incidence,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33008
Randolph County,Alabama,Low Incidence,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22460
Russell County,Alabama,Low Incidence,1,113,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,58594
St. Clair County,Alabama,Low Incidence,1,115,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,2,1,0,0,1,93881
Shelby County,Alabama,Low Incidence,1,117,0,0,0,0,0,0,1,0,0,0,1,2,4,6,2,4,1,0,0,0,2,1,230033
Sumter County,Alabama,Low Incidence,1,119,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,11889
Talladega County,Alabama,Low Incidence,1,121,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,80748
Tallapoosa County,Alabama,Low Incidence,1,123,0,0,0,0,0,0,1,0,0,0,1,0,1,3,1,1,1,0,0,0,1,0,40913
Tuscaloosa County,Alabama,Low Incidence,1,125,0,1,0,0,0,0,0,0,0,0,0,0,0,7,4,7,4,3,7,3,6,0,236690
Walker County,Alabama,Low Incidence,1,127,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,2,0,2,3,64438
Washington County,Alabama,Low Incidence,1,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15094
Wilcox County,Alabama,Low Incidence,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10139
Winston County,Alabama,Low Incidence,1,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23741
Aleutians East Borough,Alaska,Low Incidence,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430
Aleutians West Census Area,Alaska,Low Incidence,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5090
Anchorage Municipality,Alaska,Low Incidence,2,20,1,1,2,1,1,1,3,1,4,0,3,1,5,4,2,5,6,3,3,0,0,2,286983
Bethel Census Area,Alaska,Low Incidence,2,50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18259
Bristol Bay Borough,Alaska,Low Incidence,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870
Denali Borough,Alaska,Low Incidence,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1575
Dillingham Census Area,Alaska,Low Incidence,2,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4724
Fairbanks North Star Borough,Alaska,Low Incidence,2,90,1,0,1,1,0,0,0,1,0,0,1,1,2,0,2,5,1,1,0,0,0,2,95202
Haines Borough,Alaska,Low Incidence,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070
Hoonah-Angoon Census Area,Alaska,Low Incidence,2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2279
Juneau City and Borough,Alaska,Low Incidence,2,110,0,1,0,1,0,0,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,1,31740
Kenai Peninsula Borough,Alaska,Low Incidence,2,122,0,0,0,0,0,1,1,1,0,3,3,1,0,1,1,2,1,4,0,0,0,0,60611
Ketchikan Gateway Borough,Alaska,Low Incidence,2,130,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,13772
Kodiak Island Borough,Alaska,Low Incidence,2,150,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12639
Kusilvak Census Area,Alaska,Low Incidence,2,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214
Lake and Peninsula Borough,Alaska,Low Incidence,2,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377
Matanuska-Susitna Borough,Alaska,Low Incidence,2,170,0,0,0,0,1,0,4,1,1,3,1,1,4,3,1,3,1,1,0,0,0,0,113472
Nome Census Area,Alaska,Low Incidence,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9791
North Slope Borough,Alaska,Low Incidence,2,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10811
Northwest Arctic Borough,Alaska,Low Incidence,2,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7453
Petersburg Borough,Alaska,Low Incidence,2,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3370
Prince of Wales-Hyder Census Area,Alaska,Low Incidence,2,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5650
Sitka City and Borough,Alaska,Low Incidence,2,220,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,8353
Skagway Municipality,Alaska,Low Incidence,2,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092
Southeast Fairbanks Census Area,Alaska,Low Incidence,2,240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7016
Valdez-Cordova Census Area,Alaska,Low Incidence,2,261,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Wrangell City and Borough,Alaska,Low Incidence,2,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071
Yakutat City and Borough,Alaska,Low Incidence,2,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685
Yukon-Koyukuk Census Area,Alaska,Low Incidence,2,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5169
Apache County,Arizona,Low Incidence,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65533
Cochise County,Arizona,Low Incidence,4,3,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,2,0,0,0,125487
Coconino County,Arizona,Low Incidence,4,5,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,1,3,2,0,0,0,0,144223
Gila County,Arizona,Low Incidence,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,53922
Graham County,Arizona,Low Incidence,4,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,38822
Greenlee County,Arizona,Low Incidence,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9327
La Paz County,Arizona,Low Incidence,4,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16535
Maricopa County,Arizona,Low Incidence,4,13,2,3,1,10,7,6,0,8,3,0,7,3,16,10,2,5,14,1,1,0,0,0,4555833
Mohave County,Arizona,Low Incidence,4,15,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,0,0,0,0,220905
Navajo County,Arizona,Low Incidence,4,17,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,108800
Pima County,Arizona,Low Incidence,4,19,0,1,1,2,3,2,0,0,4,0,4,3,7,1,7,3,3,1,7,0,1,6,1057476
Pinal County,Arizona,Low Incidence,4,21,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,465037
Santa Cruz County,Arizona,Low Incidence,4,23,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,48680
Yavapai County,Arizona,Low Incidence,4,25,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,2,1,1,0,0,0,0,246230
Yuma County,Arizona,Low Incidence,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,208874
Arkansas County,Arkansas,Low Incidence,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16498
Ashley County,Arkansas,Low Incidence,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18348
Baxter County,Arkansas,Low Incidence,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42485
Benton County,Arkansas,Low Incidence,5,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,302822
Boone County,Arkansas,Low Incidence,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38280
Bradley County,Arkansas,Low Incidence,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10168
Calhoun County,Arkansas,Low Incidence,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4687
Carroll County,Arkansas,Low Incidence,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28717
Chicot County,Arkansas,Low Incidence,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9834
Clark County,Arkansas,Low Incidence,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21276
Clay County,Arkansas,Low Incidence,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14271
Cleburne County,Arkansas,Low Incidence,5,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25253
Cleveland County,Arkansas,Low Incidence,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7467
Columbia County,Arkansas,Low Incidence,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22286
Conway County,Arkansas,Low Incidence,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21021
Craighead County,Arkansas,Low Incidence,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112863
Crawford County,Arkansas,Low Incidence,5,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61041
Crittenden County,Arkansas,Low Incidence,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47051
Cross County,Arkansas,Low Incidence,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16590
Dallas County,Arkansas,Low Incidence,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6196
Desha County,Arkansas,Low Incidence,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10758
Drew County,Arkansas,Low Incidence,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16912
Faulkner County,Arkansas,Low Incidence,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,127565
Franklin County,Arkansas,Low Incidence,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17270
Fulton County,Arkansas,Low Incidence,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12355
Garland County,Arkansas,Low Incidence,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,99982
Grant County,Arkansas,Low Incidence,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18129
Greene County,Arkansas,Low Incidence,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46408
Hempstead County,Arkansas,Low Incidence,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19481
Hot Spring County,Arkansas,Low Incidence,5,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33149
Howard County,Arkansas,Low Incidence,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12622
Independence County,Arkansas,Low Incidence,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,38254
Izard County,Arkansas,Low Incidence,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14029
Jackson County,Arkansas,Low Incidence,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16654
Jefferson County,Arkansas,Low Incidence,5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64295
Johnson County,Arkansas,Low Incidence,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,25970
Lafayette County,Arkansas,Low Incidence,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6129
Lawrence County,Arkansas,Low Incidence,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16194
Lee County,Arkansas,Low Incidence,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8367
Lincoln County,Arkansas,Low Incidence,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12910
Little River County,Arkansas,Low Incidence,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11865
Logan County,Arkansas,Low Incidence,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21258
Lonoke County,Arkansas,Low Incidence,5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,75199
Madison County,Arkansas,Low Incidence,5,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17463
Marion County,Arkansas,Low Incidence,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17289
Miller County,Arkansas,Low Incidence,5,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42608
Mississippi County,Arkansas,Low Incidence,5,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38863
Monroe County,Arkansas,Low Incidence,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6568
Montgomery County,Arkansas,Low Incidence,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8543
Nevada County,Arkansas,Low Incidence,5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8179
Newton County,Arkansas,Low Incidence,5,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
Ouachita County,Arkansas,Low Incidence,5,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21994
Perry County,Arkansas,Low Incidence,5,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10073
Phillips County,Arkansas,Low Incidence,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15350
Pike County,Arkansas,Low Incidence,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10159
Poinsett County,Arkansas,Low Incidence,5,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22453
Polk County,Arkansas,Low Incidence,5,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19334
Pope County,Arkansas,Low Incidence,5,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64053
Prairie County,Arkansas,Low Incidence,5,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8077
Pulaski County,Arkansas,Low Incidence,5,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,399387
Randolph County,Arkansas,Low Incidence,5,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18852
St. Francis County,Arkansas,Low Incidence,5,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22402
Saline County,Arkansas,Low Incidence,5,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127415
Scott County,Arkansas,Low Incidence,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9796
Searcy County,Arkansas,Low Incidence,5,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7906
Sebastian County,Arkansas,Low Incidence,5,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129109
Sevier County,Arkansas,Low Incidence,5,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15738
Sharp County,Arkansas,Low Incidence,5,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,17836
Stone County,Arkansas,Low Incidence,5,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12585
Union County,Arkansas,Low Incidence,5,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37813
Van Buren County,Arkansas,Low Incidence,5,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16103
Washington County,Arkansas,Low Incidence,5,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,256682
White County,Arkansas,Low Incidence,5,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77616
Woodruff County,Arkansas,Low Incidence,5,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6057
Yell County,Arkansas,Low Incidence,5,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20091
Alameda County,California,Low Incidence,6,1,3,7,2,0,5,3,3,6,3,3,2,4,0,1,8,12,13,2,17,6,4,4,1628259
Alpine County,California,Low Incidence,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190
Amador County,California,Low Incidence,6,5,1,0,0,0,0,1,2,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,41493
Butte County,California,Low Incidence,6,7,1,3,2,2,0,1,0,2,3,2,0,1,0,2,0,3,0,0,1,0,0,1,207369
Calaveras County,California,Low Incidence,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,46556
Colusa County,California,Low Incidence,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21909
Contra Costa County,California,Low Incidence,6,13,5,3,4,0,4,1,0,1,3,1,3,1,4,3,5,8,10,9,4,2,6,2,1157019
Del Norte County,California,Low Incidence,6,15,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,27112
El Dorado County,California,Low Incidence,6,17,0,0,0,3,3,3,2,0,3,2,0,2,2,1,2,3,1,0,0,0,1,5,192787
Fresno County,California,Low Incidence,6,19,0,1,0,0,0,1,0,2,1,3,0,4,0,0,1,1,0,1,1,0,1,1,1015359
Glenn County,California,Low Incidence,6,21,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,28360
